Year,FIPS,State,County_Name,Description
2013,50007,VT,Chittenden County,Small-in a metro area with fewer than 1 million residents                                           
2013,50009,VT,Essex County,Micropolitan not adjacent to a metro area                                                           
2013,50011,VT,Franklin County,Small-in a metro area with fewer than 1 million residents                                           
2013,50013,VT,Grand Isle County,Small-in a metro area with fewer than 1 million residents                                           
2013,50015,VT,Lamoille County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,50017,VT,Orange County,Micropolitan not adjacent to a metro area                                                           
2013,50019,VT,Orleans County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,50021,VT,Rutland County,Micropolitan adjacent to a small metro area                                                         
2013,50023,VT,Washington County,Micropolitan adjacent to a small metro area                                                         
2013,50025,VT,Windham County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,50027,VT,Windsor County,Micropolitan not adjacent to a metro area                                                           
2013,51001,VA,Accomack County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,51003,VA,Albemarle County,Small-in a metro area with fewer than 1 million residents                                           
2013,51005,VA,Alleghany County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,51007,VA,Amelia County,Large-in a metro area with at least 1 million residents or more                                     
2013,51009,VA,Amherst County,Small-in a metro area with fewer than 1 million residents                                           
2013,51011,VA,Appomattox County,Small-in a metro area with fewer than 1 million residents                                           
2013,51013,VA,Arlington County,Large-in a metro area with at least 1 million residents or more                                     
2013,51015,VA,Augusta County,Small-in a metro area with fewer than 1 million residents                                           
2013,51017,VA,Bath County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,51019,VA,Bedford County,Small-in a metro area with fewer than 1 million residents                                           
2013,51021,VA,Bland County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,51023,VA,Botetourt County,Small-in a metro area with fewer than 1 million residents                                           
2013,51025,VA,Brunswick County,Noncore adjacent to a large metro area                                                              
2013,51027,VA,Buchanan County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,51029,VA,Buckingham County,Small-in a metro area with fewer than 1 million residents                                           
2013,51031,VA,Campbell County,Small-in a metro area with fewer than 1 million residents                                           
2013,51033,VA,Caroline County,Large-in a metro area with at least 1 million residents or more                                     
2013,51035,VA,Carroll County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,51036,VA,Charles City County,Large-in a metro area with at least 1 million residents or more                                     
2013,51037,VA,Charlotte County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,51041,VA,Chesterfield County,Large-in a metro area with at least 1 million residents or more                                     
2013,51043,VA,Clarke County,Large-in a metro area with at least 1 million residents or more                                     
2013,51045,VA,Craig County,Small-in a metro area with fewer than 1 million residents                                           
2013,51047,VA,Culpeper County,Large-in a metro area with at least 1 million residents or more                                     
2013,51049,VA,Cumberland County,Noncore adjacent to a large metro area                                                              
2013,51051,VA,Dickenson County,Micropolitan not adjacent to a metro area                                                           
2013,51053,VA,Dinwiddie County,Large-in a metro area with at least 1 million residents or more                                     
2013,51057,VA,Essex County,Noncore adjacent to a large metro area                                                              
2013,51059,VA,Fairfax County,Large-in a metro area with at least 1 million residents or more                                     
2013,51061,VA,Fauquier County,Large-in a metro area with at least 1 million residents or more                                     
2013,51063,VA,Floyd County,Small-in a metro area with fewer than 1 million residents                                           
2013,51065,VA,Fluvanna County,Small-in a metro area with fewer than 1 million residents                                           
2013,51067,VA,Franklin County,Small-in a metro area with fewer than 1 million residents                                           
2013,51069,VA,Frederick County,Small-in a metro area with fewer than 1 million residents                                           
2013,51071,VA,Giles County,Small-in a metro area with fewer than 1 million residents                                           
2013,51073,VA,Gloucester County,Large-in a metro area with at least 1 million residents or more                                     
2013,51075,VA,Goochland County,Large-in a metro area with at least 1 million residents or more                                     
2013,51077,VA,Grayson County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,51079,VA,Greene County,Small-in a metro area with fewer than 1 million residents                                           
2013,51081,VA,Greensville County,Noncore adjacent to a large metro area                                                              
2013,51083,VA,Halifax County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,51085,VA,Hanover County,Large-in a metro area with at least 1 million residents or more                                     
2013,51087,VA,Henrico County,Large-in a metro area with at least 1 million residents or more                                     
2013,51089,VA,Henry County,Micropolitan adjacent to a small metro area                                                         
2013,51091,VA,Highland County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,51093,VA,Isle of Wight County,Large-in a metro area with at least 1 million residents or more                                     
2013,51095,VA,James City County,Large-in a metro area with at least 1 million residents or more                                     
2013,51097,VA,King and Queen County,Noncore adjacent to a large metro area                                                              
2013,51099,VA,King George County,Noncore adjacent to a large metro area                                                              
2013,51101,VA,King William County,Large-in a metro area with at least 1 million residents or more                                     
2013,51103,VA,Lancaster County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,51105,VA,Lee County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,51107,VA,Loudoun County,Large-in a metro area with at least 1 million residents or more                                     
2013,51109,VA,Louisa County,Noncore adjacent to a large metro area                                                              
2013,51111,VA,Lunenburg County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,51113,VA,Madison County,Noncore adjacent to a large metro area                                                              
2013,51115,VA,Mathews County,Large-in a metro area with at least 1 million residents or more                                     
2013,51117,VA,Mecklenburg County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,51119,VA,Middlesex County,Noncore adjacent to a large metro area                                                              
2013,51121,VA,Montgomery County,Small-in a metro area with fewer than 1 million residents                                           
2013,51125,VA,Nelson County,Small-in a metro area with fewer than 1 million residents                                           
2013,51127,VA,New Kent County,Large-in a metro area with at least 1 million residents or more                                     
2013,51131,VA,Northampton County,Noncore adjacent to a large metro area                                                              
2013,51133,VA,Northumberland County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,51135,VA,Nottoway County,Noncore adjacent to a large metro area                                                              
2013,51137,VA,Orange County,Noncore adjacent to a large metro area                                                              
2013,51139,VA,Page County,Noncore adjacent to a large metro area                                                              
2013,51141,VA,Patrick County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,51143,VA,Pittsylvania County,Micropolitan adjacent to a small metro area                                                         
2013,51145,VA,Powhatan County,Large-in a metro area with at least 1 million residents or more                                     
2013,51147,VA,Prince Edward County,Noncore adjacent to a large metro area                                                              
2013,51149,VA,Prince George County,Large-in a metro area with at least 1 million residents or more                                     
2013,51153,VA,Prince William County,Large-in a metro area with at least 1 million residents or more                                     
2013,51155,VA,Pulaski County,Small-in a metro area with fewer than 1 million residents                                           
2013,51157,VA,Rappahannock County,Large-in a metro area with at least 1 million residents or more                                     
2013,51159,VA,Richmond County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,51161,VA,Roanoke County,Small-in a metro area with fewer than 1 million residents                                           
2013,51163,VA,Rockbridge County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,51165,VA,Rockingham County,Small-in a metro area with fewer than 1 million residents                                           
2013,51167,VA,Russell County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,51169,VA,Scott County,Small-in a metro area with fewer than 1 million residents                                           
2013,51171,VA,Shenandoah County,Noncore adjacent to a large metro area                                                              
2013,51173,VA,Smyth County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,51175,VA,Southampton County,Noncore adjacent to a large metro area                                                              
2013,51177,VA,Spotsylvania County,Large-in a metro area with at least 1 million residents or more                                     
2013,51179,VA,Stafford County,Large-in a metro area with at least 1 million residents or more                                     
2013,51181,VA,Surry County,Noncore adjacent to a large metro area                                                              
2013,51183,VA,Sussex County,Large-in a metro area with at least 1 million residents or more                                     
2013,51185,VA,Tazewell County,Micropolitan not adjacent to a metro area                                                           
2013,51187,VA,Warren County,Large-in a metro area with at least 1 million residents or more                                     
2013,51191,VA,Washington County,Small-in a metro area with fewer than 1 million residents                                           
2013,51193,VA,Westmoreland County,Noncore adjacent to a large metro area                                                              
2013,51195,VA,Wise County,Micropolitan not adjacent to a metro area                                                           
2013,51197,VA,Wythe County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,51199,VA,York County,Large-in a metro area with at least 1 million residents or more                                     
2013,51510,VA,Alexandria city,Large-in a metro area with at least 1 million residents or more                                     
2013,51515,VA,Bedford city,Small-in a metro area with fewer than 1 million residents                                           
2013,51520,VA,Bristol city,Small-in a metro area with fewer than 1 million residents                                           
2013,51530,VA,Buena Vista city,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,51540,VA,Charlottesville city,Small-in a metro area with fewer than 1 million residents                                           
2013,51550,VA,Chesapeake city,Large-in a metro area with at least 1 million residents or more                                     
2013,51570,VA,Colonial Heights city,Large-in a metro area with at least 1 million residents or more                                     
2013,51580,VA,Covington city,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,51590,VA,Danville city,Micropolitan adjacent to a small metro area                                                         
2013,51595,VA,Emporia city,Noncore adjacent to a large metro area                                                              
2013,51600,VA,Fairfax city,Large-in a metro area with at least 1 million residents or more                                     
2013,51610,VA,Falls Church city,Large-in a metro area with at least 1 million residents or more                                     
2013,51620,VA,Franklin city,Noncore adjacent to a large metro area                                                              
2013,51630,VA,Fredericksburg city,Large-in a metro area with at least 1 million residents or more                                     
2013,51640,VA,Galax city,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,51650,VA,Hampton city,Large-in a metro area with at least 1 million residents or more                                     
2013,51660,VA,Harrisonburg city,Small-in a metro area with fewer than 1 million residents                                           
2013,51670,VA,Hopewell city,Large-in a metro area with at least 1 million residents or more                                     
2013,51678,VA,Lexington city,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,51680,VA,Lynchburg city,Small-in a metro area with fewer than 1 million residents                                           
2013,51683,VA,Manassas city,Large-in a metro area with at least 1 million residents or more                                     
2013,51685,VA,Manassas Park city,Large-in a metro area with at least 1 million residents or more                                     
2013,51690,VA,Martinsville city,Micropolitan adjacent to a small metro area                                                         
2013,51700,VA,Newport News city,Large-in a metro area with at least 1 million residents or more                                     
2013,51710,VA,Norfolk city,Large-in a metro area with at least 1 million residents or more                                     
2013,51720,VA,Norton city,Micropolitan not adjacent to a metro area                                                           
2013,51730,VA,Petersburg city,Large-in a metro area with at least 1 million residents or more                                     
2013,51735,VA,Poquoson city,Large-in a metro area with at least 1 million residents or more                                     
2013,51740,VA,Portsmouth city,Large-in a metro area with at least 1 million residents or more                                     
2013,51750,VA,Radford city,Small-in a metro area with fewer than 1 million residents                                           
2013,51760,VA,Richmond city,Large-in a metro area with at least 1 million residents or more                                     
2013,51770,VA,Roanoke city,Small-in a metro area with fewer than 1 million residents                                           
2013,51775,VA,Salem city,Small-in a metro area with fewer than 1 million residents                                           
2013,51790,VA,Staunton city,Small-in a metro area with fewer than 1 million residents                                           
2013,51800,VA,Suffolk city,Large-in a metro area with at least 1 million residents or more                                     
2013,51810,VA,Virginia Beach city,Large-in a metro area with at least 1 million residents or more                                     
2013,51820,VA,Waynesboro city,Small-in a metro area with fewer than 1 million residents                                           
2013,51830,VA,Williamsburg city,Large-in a metro area with at least 1 million residents or more                                     
2013,51840,VA,Winchester city,Small-in a metro area with fewer than 1 million residents                                           
2013,53001,WA,Adams County,Micropolitan adjacent to a small metro area                                                         
2013,53003,WA,Asotin County,Small-in a metro area with fewer than 1 million residents                                           
2013,53005,WA,Benton County,Small-in a metro area with fewer than 1 million residents                                           
2013,53007,WA,Chelan County,Small-in a metro area with fewer than 1 million residents                                           
2013,53009,WA,Clallam County,Micropolitan not adjacent to a metro area                                                           
2013,53011,WA,Clark County,Large-in a metro area with at least 1 million residents or more                                     
2013,53013,WA,Columbia County,Small-in a metro area with fewer than 1 million residents                                           
2013,53015,WA,Cowlitz County,Small-in a metro area with fewer than 1 million residents                                           
2013,53017,WA,Douglas County,Small-in a metro area with fewer than 1 million residents                                           
2013,53019,WA,Ferry County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,53021,WA,Franklin County,Small-in a metro area with fewer than 1 million residents                                           
2013,53023,WA,Garfield County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,53025,WA,Grant County,Micropolitan not adjacent to a metro area                                                           
2013,53027,WA,Grays Harbor County,Micropolitan adjacent to a small metro area                                                         
2013,53029,WA,Island County,Micropolitan adjacent to a large metro area                                                         
2013,53031,WA,Jefferson County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,53033,WA,King County,Large-in a metro area with at least 1 million residents or more                                     
2013,53035,WA,Kitsap County,Small-in a metro area with fewer than 1 million residents                                           
2013,53037,WA,Kittitas County,Micropolitan adjacent to a large metro area                                                         
2013,53039,WA,Klickitat County,Noncore adjacent to a large metro area                                                              
2013,53041,WA,Lewis County,Micropolitan adjacent to a large metro area                                                         
2013,53043,WA,Lincoln County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,53045,WA,Mason County,Micropolitan adjacent to a large metro area                                                         
2013,53047,WA,Okanogan County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,53049,WA,Pacific County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,53051,WA,Pend Oreille County,Small-in a metro area with fewer than 1 million residents                                           
2013,53053,WA,Pierce County,Large-in a metro area with at least 1 million residents or more                                     
2013,53055,WA,San Juan County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,53057,WA,Skagit County,Small-in a metro area with fewer than 1 million residents                                           
2013,53059,WA,Skamania County,Large-in a metro area with at least 1 million residents or more                                     
2013,53061,WA,Snohomish County,Large-in a metro area with at least 1 million residents or more                                     
2013,53063,WA,Spokane County,Small-in a metro area with fewer than 1 million residents                                           
2013,53065,WA,Stevens County,Small-in a metro area with fewer than 1 million residents                                           
2013,53067,WA,Thurston County,Small-in a metro area with fewer than 1 million residents                                           
2013,53069,WA,Wahkiakum County,Noncore adjacent to a large metro area                                                              
2013,53071,WA,Walla Walla County,Small-in a metro area with fewer than 1 million residents                                           
2013,53073,WA,Whatcom County,Small-in a metro area with fewer than 1 million residents                                           
2013,53075,WA,Whitman County,Micropolitan adjacent to a small metro area                                                         
2013,53077,WA,Yakima County,Small-in a metro area with fewer than 1 million residents                                           
2013,54001,WV,Barbour County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,54003,WV,Berkeley County,Small-in a metro area with fewer than 1 million residents                                           
2013,54005,WV,Boone County,Small-in a metro area with fewer than 1 million residents                                           
2013,54007,WV,Braxton County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,54009,WV,Brooke County,Small-in a metro area with fewer than 1 million residents                                           
2013,54011,WV,Cabell County,Small-in a metro area with fewer than 1 million residents                                           
2013,54013,WV,Calhoun County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,54015,WV,Clay County,Small-in a metro area with fewer than 1 million residents                                           
2013,54017,WV,Doddridge County,Micropolitan not adjacent to a metro area                                                           
2013,54019,WV,Fayette County,Small-in a metro area with fewer than 1 million residents                                           
2013,54021,WV,Gilmer County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,54023,WV,Grant County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,54025,WV,Greenbrier County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,54027,WV,Hampshire County,Small-in a metro area with fewer than 1 million residents                                           
2013,54029,WV,Hancock County,Small-in a metro area with fewer than 1 million residents                                           
2013,54031,WV,Hardy County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,54033,WV,Harrison County,Micropolitan not adjacent to a metro area                                                           
2013,54035,WV,Jackson County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,54037,WV,Jefferson County,Large-in a metro area with at least 1 million residents or more                                     
2013,54039,WV,Kanawha County,Small-in a metro area with fewer than 1 million residents                                           
2013,54041,WV,Lewis County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,54043,WV,Lincoln County,Small-in a metro area with fewer than 1 million residents                                           
2013,54045,WV,Logan County,Micropolitan adjacent to a small metro area                                                         
2013,54047,WV,McDowell County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,54049,WV,Marion County,Micropolitan adjacent to a small metro area                                                         
2013,54051,WV,Marshall County,Small-in a metro area with fewer than 1 million residents                                           
2013,54053,WV,Mason County,Micropolitan adjacent to a small metro area                                                         
2013,54055,WV,Mercer County,Micropolitan adjacent to a small metro area                                                         
2013,54057,WV,Mineral County,Small-in a metro area with fewer than 1 million residents                                           
2013,54059,WV,Mingo County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,54061,WV,Monongalia County,Small-in a metro area with fewer than 1 million residents                                           
2013,54063,WV,Monroe County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,54065,WV,Morgan County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,54067,WV,Nicholas County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,54069,WV,Ohio County,Small-in a metro area with fewer than 1 million residents                                           
2013,54071,WV,Pendleton County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,54073,WV,Pleasants County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,54075,WV,Pocahontas County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,54077,WV,Preston County,Small-in a metro area with fewer than 1 million residents                                           
2013,54079,WV,Putnam County,Small-in a metro area with fewer than 1 million residents                                           
2013,54081,WV,Raleigh County,Small-in a metro area with fewer than 1 million residents                                           
2013,54083,WV,Randolph County,Micropolitan not adjacent to a metro area                                                           
2013,54085,WV,Ritchie County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,54087,WV,Roane County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,54089,WV,Summers County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,54091,WV,Taylor County,Micropolitan adjacent to a small metro area                                                         
2013,54093,WV,Tucker County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,54095,WV,Tyler County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,54097,WV,Upshur County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,54099,WV,Wayne County,Small-in a metro area with fewer than 1 million residents                                           
2013,54101,WV,Webster County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,54103,WV,Wetzel County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,54105,WV,Wirt County,Small-in a metro area with fewer than 1 million residents                                           
2013,54107,WV,Wood County,Small-in a metro area with fewer than 1 million residents                                           
2013,54109,WV,Wyoming County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,55001,WI,Adams County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55003,WI,Ashland County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,55005,WI,Barron County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55007,WI,Bayfield County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55009,WI,Brown County,Small-in a metro area with fewer than 1 million residents                                           
2013,55011,WI,Buffalo County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55013,WI,Burnett County,Noncore adjacent to a large metro area                                                              
2013,55015,WI,Calumet County,Small-in a metro area with fewer than 1 million residents                                           
2013,55017,WI,Chippewa County,Small-in a metro area with fewer than 1 million residents                                           
2013,55019,WI,Clark County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55021,WI,Columbia County,Small-in a metro area with fewer than 1 million residents                                           
2013,55023,WI,Crawford County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,55025,WI,Dane County,Small-in a metro area with fewer than 1 million residents                                           
2013,55027,WI,Dodge County,Micropolitan adjacent to a large metro area                                                         
2013,55029,WI,Door County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55031,WI,Douglas County,Small-in a metro area with fewer than 1 million residents                                           
2013,55033,WI,Dunn County,Micropolitan adjacent to a large metro area                                                         
2013,55035,WI,Eau Claire County,Small-in a metro area with fewer than 1 million residents                                           
2013,55037,WI,Florence County,Micropolitan not adjacent to a metro area                                                           
2013,55039,WI,Fond du Lac County,Small-in a metro area with fewer than 1 million residents                                           
2013,55041,WI,Forest County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,55043,WI,Grant County,Micropolitan adjacent to a small metro area                                                         
2013,55045,WI,Green County,Small-in a metro area with fewer than 1 million residents                                           
2013,55047,WI,Green Lake County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55049,WI,Iowa County,Small-in a metro area with fewer than 1 million residents                                           
2013,55051,WI,Iron County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,55053,WI,Jackson County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55055,WI,Jefferson County,Micropolitan adjacent to a large metro area                                                         
2013,55057,WI,Juneau County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,55059,WI,Kenosha County,Large-in a metro area with at least 1 million residents or more                                     
2013,55061,WI,Kewaunee County,Small-in a metro area with fewer than 1 million residents                                           
2013,55063,WI,La Crosse County,Small-in a metro area with fewer than 1 million residents                                           
2013,55065,WI,Lafayette County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,55067,WI,Langlade County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55069,WI,Lincoln County,Micropolitan adjacent to a small metro area                                                         
2013,55071,WI,Manitowoc County,Micropolitan adjacent to a small metro area                                                         
2013,55073,WI,Marathon County,Small-in a metro area with fewer than 1 million residents                                           
2013,55075,WI,Marinette County,Micropolitan adjacent to a small metro area                                                         
2013,55077,WI,Marquette County,"Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents           "
2013,55078,WI,Menominee County,Micropolitan adjacent to a small metro area                                                         
2013,55079,WI,Milwaukee County,Large-in a metro area with at least 1 million residents or more                                     
2013,55081,WI,Monroe County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55083,WI,Oconto County,Small-in a metro area with fewer than 1 million residents                                           
2013,55085,WI,Oneida County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,55087,WI,Outagamie County,Small-in a metro area with fewer than 1 million residents                                           
2013,55089,WI,Ozaukee County,Large-in a metro area with at least 1 million residents or more                                     
2013,55091,WI,Pepin County,Noncore adjacent to a large metro area                                                              
2013,55093,WI,Pierce County,Large-in a metro area with at least 1 million residents or more                                     
2013,55095,WI,Polk County,Noncore adjacent to a large metro area                                                              
2013,55097,WI,Portage County,Micropolitan adjacent to a small metro area                                                         
2013,55099,WI,Price County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,55101,WI,Racine County,Small-in a metro area with fewer than 1 million residents                                           
2013,55103,WI,Richland County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55105,WI,Rock County,Small-in a metro area with fewer than 1 million residents                                           
2013,55107,WI,Rusk County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55109,WI,St. Croix County,Large-in a metro area with at least 1 million residents or more                                     
2013,55111,WI,Sauk County,Micropolitan adjacent to a small metro area                                                         
2013,55113,WI,Sawyer County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,55115,WI,Shawano County,Micropolitan adjacent to a small metro area                                                         
2013,55117,WI,Sheboygan County,Small-in a metro area with fewer than 1 million residents                                           
2013,55119,WI,Taylor County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55121,WI,Trempealeau County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55123,WI,Vernon County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55125,WI,Vilas County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,55127,WI,Walworth County,Micropolitan adjacent to a large metro area                                                         
2013,55129,WI,Washburn County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,55131,WI,Washington County,Large-in a metro area with at least 1 million residents or more                                     
2013,55133,WI,Waukesha County,Large-in a metro area with at least 1 million residents or more                                     
2013,55135,WI,Waupaca County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55137,WI,Waushara County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,55139,WI,Winnebago County,Small-in a metro area with fewer than 1 million residents                                           
2013,55141,WI,Wood County,Micropolitan adjacent to a small metro area                                                         
2013,56001,WY,Albany County,Micropolitan adjacent to a small metro area                                                         
2013,56003,WY,Big Horn County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,56005,WY,Campbell County,Micropolitan not adjacent to a metro area                                                           
2013,56007,WY,Carbon County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,56009,WY,Converse County,"Noncore adjacent to a small metro with town of at least 2,500 residents                             "
2013,56011,WY,Crook County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,56013,WY,Fremont County,Micropolitan not adjacent to a metro area                                                           
2013,56015,WY,Goshen County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,56017,WY,Hot Springs County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,56019,WY,Johnson County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,56021,WY,Laramie County,Small-in a metro area with fewer than 1 million residents                                           
2013,56023,WY,Lincoln County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,56025,WY,Natrona County,Small-in a metro area with fewer than 1 million residents                                           
2013,56027,WY,Niobrara County,"Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents  "
2013,56029,WY,Park County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,56031,WY,Platte County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,56033,WY,Sheridan County,Micropolitan not adjacent to a metro area                                                           
2013,56035,WY,Sublette County,"Noncore adjacent to micro area and does not contain a town of at least 2,500 residents              "
2013,56037,WY,Sweetwater County,Micropolitan not adjacent to a metro area                                                           
2013,56039,WY,Teton County,Micropolitan not adjacent to a metro area                                                           
2013,56041,WY,Uinta County,Micropolitan not adjacent to a metro area                                                           
2013,56043,WY,Washakie County,"Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents          "
2013,56045,WY,Weston County,"Noncore adjacent to micro area and contains a town of 2,500-19,999 residents                        "
2013,72001,PR,Adjuntas Municipio,Micropolitan adjacent to a small metro area                                                         
2013,72003,PR,Aguada Municipio,Small-in a metro area with fewer than 1 million residents                                           
2013,72005,PR,Aguadilla Municipio,Small-in a metro area with fewer than 1 million residents                                           
2013,72007,PR,Aguas Buenas Municipio,Large-in a metro area with at least 1 million residents or more                                     
2013,72009,PR,Aibonito Municipio,Large-in a metro area with at least 1 million residents or more                                     
2013,72011,PR,Anasco Municipio,Small-in a metro area with fewer than 1 million residents                                           
2013,72013,PR,Arecibo Municipio,Small-in a metro area with fewer than 1 million residents                                           
