state,state_fips,county,county_fips,d_specific_rent_control
Iowa,19,Emmet County,63,0
Iowa,19,Fayette County,65,0
Iowa,19,Floyd County,67,0
Iowa,19,Franklin County,69,0
Iowa,19,Fremont County,71,0
Iowa,19,Greene County,73,0
Iowa,19,Grundy County,75,0
Iowa,19,Guthrie County,77,0
Iowa,19,Hamilton County,79,0
Iowa,19,Hancock County,81,0
Iowa,19,Hardin County,83,0
Iowa,19,Harrison County,85,0
Iowa,19,Henry County,87,0
Iowa,19,Howard County,89,0
Iowa,19,Humboldt County,91,0
Iowa,19,Ida County,93,0
Iowa,19,Iowa County,95,0
Iowa,19,Jackson County,97,0
Iowa,19,Jasper County,99,0
Iowa,19,Jefferson County,101,0
Iowa,19,Johnson County,103,0
Iowa,19,Jones County,105,0
Iowa,19,Keokuk County,107,0
Iowa,19,Kossuth County,109,0
Iowa,19,Lee County,111,0
Iowa,19,Linn County,113,0
Iowa,19,Louisa County,115,0
Iowa,19,Lucas County,117,0
Iowa,19,Lyon County,119,0
Iowa,19,Madison County,121,0
Iowa,19,Mahaska County,123,0
Iowa,19,Marion County,125,0
Iowa,19,Marshall County,127,0
Iowa,19,Mills County,129,0
Iowa,19,Mitchell County,131,0
Iowa,19,Monona County,133,0
Iowa,19,Monroe County,135,0
Iowa,19,Montgomery County,137,0
Iowa,19,Muscatine County,139,0
Iowa,19,O'brien County,141,0
Iowa,19,Osceola County,143,0
Iowa,19,Page County,145,0
Iowa,19,Palo Alto County,147,0
Iowa,19,Plymouth County,149,0
Iowa,19,Pocahontas County,151,0
Iowa,19,Polk County,153,0
Iowa,19,Pottawattamie County,155,0
Iowa,19,Poweshiek County,157,0
Iowa,19,Ringgold County,159,0
Iowa,19,Sac County,161,0
Iowa,19,Scott County,163,0
Iowa,19,Shelby County,165,0
Iowa,19,Sioux County,167,0
Iowa,19,Story County,169,0
Iowa,19,Tama County,171,0
Iowa,19,Taylor County,173,0
Iowa,19,Union County,175,0
Iowa,19,Van Buren County,177,0
Iowa,19,Wapello County,179,0
Iowa,19,Warren County,181,0
Iowa,19,Washington County,183,0
Iowa,19,Wayne County,185,0
Iowa,19,Webster County,187,0
Iowa,19,Winnebago County,189,0
Iowa,19,Winneshiek County,191,0
Iowa,19,Woodbury County,193,0
Iowa,19,Worth County,195,0
Iowa,19,Wright County,197,0
Kansas,20,Allen County,1,0
Kansas,20,Anderson County,3,0
Kansas,20,Atchison County,5,0
Kansas,20,Barber County,7,0
Kansas,20,Barton County,9,0
Kansas,20,Bourbon County,11,0
Kansas,20,Brown County,13,0
Kansas,20,Butler County,15,0
Kansas,20,Chase County,17,0
Kansas,20,Chautauqua County,19,0
Kansas,20,Cherokee County,21,0
Kansas,20,Cheyenne County,23,0
Kansas,20,Clark County,25,0
Kansas,20,Clay County,27,0
Kansas,20,Cloud County,29,0
Kansas,20,Coffey County,31,0
Kansas,20,Comanche County,33,0
Kansas,20,Cowley County,35,0
Kansas,20,Crawford County,37,0
Kansas,20,Decatur County,39,0
Kansas,20,Dickinson County,41,0
Kansas,20,Doniphan County,43,0
Kansas,20,Douglas County,45,0
Kansas,20,Edwards County,47,0
Kansas,20,Elk County,49,0
Kansas,20,Ellis County,51,0
Kansas,20,Ellsworth County,53,0
Kansas,20,Finney County,55,0
Kansas,20,Ford County,57,0
Kansas,20,Franklin County,59,0
Kansas,20,Geary County,61,0
Kansas,20,Gove County,63,0
Kansas,20,Graham County,65,0
Kansas,20,Grant County,67,0
Kansas,20,Gray County,69,0
Kansas,20,Greeley County,71,0
Kansas,20,Greenwood County,73,0
Kansas,20,Hamilton County,75,0
Kansas,20,Harper County,77,0
Kansas,20,Harvey County,79,0
Kansas,20,Haskell County,81,0
Kansas,20,Hodgeman County,83,0
Kansas,20,Jackson County,85,0
Kansas,20,Jefferson County,87,0
Kansas,20,Jewell County,89,0
Kansas,20,Johnson County,91,0
Kansas,20,Kearny County,93,0
Kansas,20,Kingman County,95,0
Kansas,20,Kiowa County,97,0
Kansas,20,Labette County,99,0
Kansas,20,Lane County,101,0
Kansas,20,Leavenworth County,103,0
Kansas,20,Lincoln County,105,0
Kansas,20,Linn County,107,0
Kansas,20,Logan County,109,0
Kansas,20,Lyon County,111,0
Kansas,20,Mcpherson County,113,0
Kansas,20,Marion County,115,0
Kansas,20,Marshall County,117,0
Kansas,20,Meade County,119,0
Kansas,20,Miami County,121,0
Kansas,20,Mitchell County,123,0
Kansas,20,Montgomery County,125,0
Kansas,20,Morris County,127,0
Kansas,20,Morton County,129,0
Kansas,20,Nemaha County,131,0
Kansas,20,Neosho County,133,0
Kansas,20,Ness County,135,0
Kansas,20,Norton County,137,0
Kansas,20,Osage County,139,0
Kansas,20,Osborne County,141,0
Kansas,20,Ottawa County,143,0
Kansas,20,Pawnee County,145,0
Kansas,20,Phillips County,147,0
Kansas,20,Pottawatomie County,149,0
Kansas,20,Pratt County,151,0
Kansas,20,Rawlins County,153,0
Kansas,20,Reno County,155,0
Kansas,20,Republic County,157,0
Kansas,20,Rice County,159,0
Kansas,20,Riley County,161,0
Kansas,20,Rooks County,163,0
Kansas,20,Rush County,165,0
Kansas,20,Russell County,167,0
Kansas,20,Saline County,169,0
Kansas,20,Scott County,171,0
Kansas,20,Sedgwick County,173,0
Kansas,20,Seward County,175,0
Kansas,20,Shawnee County,177,0
Kansas,20,Sheridan County,179,0
Kansas,20,Sherman County,181,0
Kansas,20,Smith County,183,0
Kansas,20,Stafford County,185,0
Kansas,20,Stanton County,187,0
Kansas,20,Stevens County,189,0
Kansas,20,Sumner County,191,0
Kansas,20,Thomas County,193,0
Kansas,20,Trego County,195,0
Kansas,20,Wabaunsee County,197,0
Kansas,20,Wallace County,199,0
Kansas,20,Washington County,201,0
Kansas,20,Wichita County,203,0
Kansas,20,Wilson County,205,0
Kansas,20,Woodson County,207,0
Kansas,20,Wyandotte County,209,0
Kentucky,21,Adair County,1,0
Kentucky,21,Allen County,3,0
Kentucky,21,Anderson County,5,0
Kentucky,21,Ballard County,7,0
Kentucky,21,Barren County,9,0
Kentucky,21,Bath County,11,0
Kentucky,21,Bell County,13,0
Kentucky,21,Boone County,15,0
Kentucky,21,Bourbon County,17,0
Kentucky,21,Boyd County,19,0
Kentucky,21,Boyle County,21,0
Kentucky,21,Bracken County,23,0
Kentucky,21,Breathitt County,25,0
Kentucky,21,Breckinridge County,27,0
Kentucky,21,Bullitt County,29,0
Kentucky,21,Butler County,31,0
Kentucky,21,Caldwell County,33,0
Kentucky,21,Calloway County,35,0
Kentucky,21,Campbell County,37,0
Kentucky,21,Carlisle County,39,0
Kentucky,21,Carroll County,41,0
Kentucky,21,Carter County,43,0
Kentucky,21,Casey County,45,0
Kentucky,21,Christian County,47,0
Kentucky,21,Clark County,49,0
Kentucky,21,Clay County,51,0
Kentucky,21,Clinton County,53,0
Kentucky,21,Crittenden County,55,0
Kentucky,21,Cumberland County,57,0
Kentucky,21,Daviess County,59,0
Kentucky,21,Edmonson County,61,0
Kentucky,21,Elliott County,63,0
Kentucky,21,Estill County,65,0
Kentucky,21,Fayette County,67,0
Kentucky,21,Fleming County,69,0
Kentucky,21,Floyd County,71,0
Kentucky,21,Franklin County,73,0
Kentucky,21,Fulton County,75,0
Kentucky,21,Gallatin County,77,0
Kentucky,21,Garrard County,79,0
Kentucky,21,Grant County,81,0
Kentucky,21,Graves County,83,0
Kentucky,21,Grayson County,85,0
Kentucky,21,Green County,87,0
Kentucky,21,Greenup County,89,0
Kentucky,21,Hancock County,91,0
Kentucky,21,Hardin County,93,0
Kentucky,21,Harlan County,95,0
Kentucky,21,Harrison County,97,0
Kentucky,21,Hart County,99,0
Kentucky,21,Henderson County,101,0
Kentucky,21,Henry County,103,0
Kentucky,21,Hickman County,105,0
Kentucky,21,Hopkins County,107,0
Kentucky,21,Jackson County,109,0
Kentucky,21,Jefferson County,111,0
Kentucky,21,Jessamine County,113,0
Kentucky,21,Johnson County,115,0
Kentucky,21,Kenton County,117,0
Kentucky,21,Knott County,119,0
Kentucky,21,Knox County,121,0
Kentucky,21,Larue County,123,0
Kentucky,21,Laurel County,125,0
Kentucky,21,Lawrence County,127,0
Kentucky,21,Lee County,129,0
Kentucky,21,Leslie County,131,0
Kentucky,21,Letcher County,133,0
Kentucky,21,Lewis County,135,0
Kentucky,21,Lincoln County,137,0
Kentucky,21,Livingston County,139,0
Kentucky,21,Logan County,141,0
Kentucky,21,Lyon County,143,0
Kentucky,21,Mccracken County,145,0
Kentucky,21,Mccreary County,147,0
Kentucky,21,Mclean County,149,0
Kentucky,21,Madison County,151,0
Kentucky,21,Magoffin County,153,0
Kentucky,21,Marion County,155,0
Kentucky,21,Marshall County,157,0
Kentucky,21,Martin County,159,0
Kentucky,21,Mason County,161,0
Kentucky,21,Meade County,163,0
Kentucky,21,Menifee County,165,0
Kentucky,21,Mercer County,167,0
Kentucky,21,Metcalfe County,169,0
Kentucky,21,Monroe County,171,0
Kentucky,21,Montgomery County,173,0
Kentucky,21,Morgan County,175,0
Kentucky,21,Muhlenberg County,177,0
Kentucky,21,Nelson County,179,0
Kentucky,21,Nicholas County,181,0
Kentucky,21,Ohio County,183,0
Kentucky,21,Oldham County,185,0
Kentucky,21,Owen County,187,0
Kentucky,21,Owsley County,189,0
Kentucky,21,Pendleton County,191,0
Kentucky,21,Perry County,193,0
Kentucky,21,Pike County,195,0
Kentucky,21,Powell County,197,0
Kentucky,21,Pulaski County,199,0
Kentucky,21,Robertson County,201,0
Kentucky,21,Rockcastle County,203,0
Kentucky,21,Rowan County,205,0
Kentucky,21,Russell County,207,0
Kentucky,21,Scott County,209,0
Kentucky,21,Shelby County,211,0
Kentucky,21,Simpson County,213,0
Kentucky,21,Spencer County,215,0
Kentucky,21,Taylor County,217,0
Kentucky,21,Todd County,219,0
Kentucky,21,Trigg County,221,0
Kentucky,21,Trimble County,223,0
Kentucky,21,Union County,225,0
Kentucky,21,Warren County,227,0
Kentucky,21,Washington County,229,0
Kentucky,21,Wayne County,231,0
Kentucky,21,Webster County,233,0
Kentucky,21,Whitley County,235,0
Kentucky,21,Wolfe County,237,0
Kentucky,21,Woodford County,239,0
Louisiana,22,Acadia Parish,1,0
Louisiana,22,Allen Parish,3,0
Louisiana,22,Ascension Parish,5,0
Louisiana,22,Assumption Parish,7,0
Louisiana,22,Avoyelles Parish,9,0
Louisiana,22,Beauregard Parish,11,0
Louisiana,22,Bienville Parish,13,0
Louisiana,22,Bossier Parish,15,0
Louisiana,22,Caddo Parish,17,0
Louisiana,22,Calcasieu Parish,19,0
Louisiana,22,Caldwell Parish,21,0
Louisiana,22,Cameron Parish,23,0
Louisiana,22,Catahoula Parish,25,0
Louisiana,22,Claiborne Parish,27,0
Louisiana,22,Concordia Parish,29,0
Louisiana,22,De Soto Parish,31,0
Louisiana,22,East Baton Rouge Parish,33,0
Louisiana,22,East Carroll Parish,35,0
Louisiana,22,East Feliciana Parish,37,0
Louisiana,22,Evangeline Parish,39,0
Louisiana,22,Franklin Parish,41,0
Louisiana,22,Grant Parish,43,0
Louisiana,22,Iberia Parish,45,0
Louisiana,22,Iberville Parish,47,0
Louisiana,22,Jackson Parish,49,0
Louisiana,22,Jefferson Parish,51,0
Louisiana,22,Jefferson Davis Parish,53,0
Louisiana,22,Lafayette Parish,55,0
Louisiana,22,Lafourche Parish,57,0
Louisiana,22,Lasalle Parish,59,0
Louisiana,22,Lincoln Parish,61,0
Louisiana,22,Livingston Parish,63,0
Louisiana,22,Madison Parish,65,0
Louisiana,22,Morehouse Parish,67,0
Louisiana,22,Natchitoches Parish,69,0
Louisiana,22,Orleans Parish,71,0
Louisiana,22,Ouachita Parish,73,0
Louisiana,22,Plaquemines Parish,75,0
Louisiana,22,Pointe Coupee Parish,77,0
Louisiana,22,Rapides Parish,79,0
Louisiana,22,Red River Parish,81,0
Louisiana,22,Richland Parish,83,0
Louisiana,22,Sabine Parish,85,0
Louisiana,22,St. Bernard Parish,87,0
Louisiana,22,St. Charles Parish,89,0
Louisiana,22,St. Helena Parish,91,0
Louisiana,22,St. James Parish,93,0
Louisiana,22,St. John The Baptist Parish,95,0
Louisiana,22,St. Landry Parish,97,0
Louisiana,22,St. Martin Parish,99,0
Louisiana,22,St. Mary Parish,101,0
Louisiana,22,St. Tammany Parish,103,0
Louisiana,22,Tangipahoa Parish,105,0
Louisiana,22,Tensas Parish,107,0
Louisiana,22,Terrebonne Parish,109,0
Louisiana,22,Union Parish,111,0
Louisiana,22,Vermilion Parish,113,0
Louisiana,22,Vernon Parish,115,0
Louisiana,22,Washington Parish,117,0
Louisiana,22,Webster Parish,119,0
Louisiana,22,West Baton Rouge Parish,121,0
Louisiana,22,West Carroll Parish,123,0
Louisiana,22,West Feliciana Parish,125,0
Louisiana,22,Winn Parish,127,0
Maine,23,Androscoggin County,1,0
Maine,23,Aroostook County,3,0
Maine,23,Cumberland County,5,0
Maine,23,Franklin County,7,0
Maine,23,Hancock County,9,0
Maine,23,Kennebec County,11,0
Maine,23,Knox County,13,0
Maine,23,Lincoln County,15,0
Maine,23,Oxford County,17,0
Maine,23,Penobscot County,19,0
Maine,23,Piscataquis County,21,0
Maine,23,Sagadahoc County,23,0
Maine,23,Somerset County,25,0
Maine,23,Waldo County,27,0
Maine,23,Washington County,29,0
Maine,23,York County,31,0
Maryland,24,Allegany County,1,0
Maryland,24,Anne Arundel County,3,0
Maryland,24,Baltimore County,5,0
Maryland,24,Calvert County,9,0
Maryland,24,Caroline County,11,0
Maryland,24,Carroll County,13,0
Maryland,24,Cecil County,15,0
Maryland,24,Charles County,17,0
Maryland,24,Dorchester County,19,0
Maryland,24,Frederick County,21,1
Maryland,24,Garrett County,23,0
Maryland,24,Harford County,25,0
Maryland,24,Howard County,27,0
Maryland,24,Kent County,29,0
Maryland,24,Montgomery County,31,0
Maryland,24,Prince George's County,33,0
Maryland,24,Queen Anne's County,35,0
Maryland,24,St. Mary's County,37,0
Maryland,24,Somerset County,39,0
Maryland,24,Talbot County,41,0
Maryland,24,Washington County,43,1
Maryland,24,Wicomico County,45,0
Maryland,24,Worcester County,47,0
Maryland,24,Baltimore City,510,0
Massachusetts,25,Barnstable County,1,0
Massachusetts,25,Berkshire County,3,0
Massachusetts,25,Bristol County,5,0
Massachusetts,25,Dukes County,7,0
Massachusetts,25,Essex County,9,0
Massachusetts,25,Franklin County,11,0
Massachusetts,25,Hampden County,13,0
Massachusetts,25,Hampshire County,15,0
Massachusetts,25,Middlesex County,17,0
Massachusetts,25,Nantucket County,19,0
Massachusetts,25,Norfolk County,21,0
Massachusetts,25,Plymouth County,23,0
Massachusetts,25,Suffolk County,25,0
Massachusetts,25,Worcester County,27,0
Michigan,26,Alcona County,1,0
Michigan,26,Alger County,3,0
Michigan,26,Allegan County,5,0
Michigan,26,Alpena County,7,0
Michigan,26,Antrim County,9,0
Michigan,26,Arenac County,11,0
Michigan,26,Baraga County,13,0
Michigan,26,Barry County,15,0
Michigan,26,Bay County,17,0
Michigan,26,Benzie County,19,0
Michigan,26,Berrien County,21,0
Michigan,26,Branch County,23,0
Michigan,26,Calhoun County,25,0
Michigan,26,Cass County,27,0
Michigan,26,Charlevoix County,29,0
Michigan,26,Cheboygan County,31,0
Michigan,26,Chippewa County,33,0
Michigan,26,Clare County,35,0
Michigan,26,Clinton County,37,0
Michigan,26,Crawford County,39,0
Michigan,26,Delta County,41,0
Michigan,26,Dickinson County,43,0
Michigan,26,Eaton County,45,0
Michigan,26,Emmet County,47,0
Michigan,26,Genesee County,49,0
Michigan,26,Gladwin County,51,0
Michigan,26,Gogebic County,53,0
Michigan,26,Grand Traverse County,55,0
Michigan,26,Gratiot County,57,0
Michigan,26,Hillsdale County,59,0
Michigan,26,Houghton County,61,0
Michigan,26,Huron County,63,0
Michigan,26,Ingham County,65,0
Michigan,26,Ionia County,67,0
Michigan,26,Iosco County,69,0
Michigan,26,Iron County,71,0
Michigan,26,Isabella County,73,0
Michigan,26,Jackson County,75,0
Michigan,26,Kalamazoo County,77,0
Michigan,26,Kalkaska County,79,0
Michigan,26,Kent County,81,0
Michigan,26,Keweenaw County,83,0
Michigan,26,Lake County,85,0
Michigan,26,Lapeer County,87,0
Michigan,26,Leelanau County,89,0
Michigan,26,Lenawee County,91,0
Michigan,26,Livingston County,93,0
Michigan,26,Luce County,95,0
Michigan,26,Mackinac County,97,0
Michigan,26,Macomb County,99,0
Michigan,26,Manistee County,101,0
Michigan,26,Marquette County,103,0
Michigan,26,Mason County,105,0
Michigan,26,Mecosta County,107,0
Michigan,26,Menominee County,109,0
Michigan,26,Midland County,111,0
Michigan,26,Missaukee County,113,0
Michigan,26,Monroe County,115,0
Michigan,26,Montcalm County,117,0
Michigan,26,Montmorency County,119,0
Michigan,26,Muskegon County,121,0
Michigan,26,Newaygo County,123,0
Michigan,26,Oakland County,125,0
Michigan,26,Oceana County,127,0
Michigan,26,Ogemaw County,129,0
Michigan,26,Ontonagon County,131,0
Michigan,26,Osceola County,133,0
Michigan,26,Oscoda County,135,0
Michigan,26,Otsego County,137,0
Michigan,26,Ottawa County,139,0
Michigan,26,Presque Isle County,141,0
Michigan,26,Roscommon County,143,0
Michigan,26,Saginaw County,145,0
Michigan,26,St. Clair County,147,0
Michigan,26,St. Joseph County,149,0
Michigan,26,Sanilac County,151,0
Michigan,26,Schoolcraft County,153,0
Michigan,26,Shiawassee County,155,0
Michigan,26,Tuscola County,157,0
Michigan,26,Van Buren County,159,0
Michigan,26,Washtenaw County,161,0
Michigan,26,Wayne County,163,0
Michigan,26,Wexford County,165,0
Minnesota,27,Aitkin County,1,0
Minnesota,27,Anoka County,3,0
Minnesota,27,Becker County,5,0
Minnesota,27,Beltrami County,7,0
Minnesota,27,Benton County,9,0
Minnesota,27,Big Stone County,11,0
Minnesota,27,Blue Earth County,13,0
Minnesota,27,Brown County,15,0
Minnesota,27,Carlton County,17,0
Minnesota,27,Carver County,19,0
Minnesota,27,Cass County,21,0
Minnesota,27,Chippewa County,23,0
Minnesota,27,Chisago County,25,0
Minnesota,27,Clay County,27,0
Minnesota,27,Clearwater County,29,0
Minnesota,27,Cook County,31,0
Minnesota,27,Cottonwood County,33,0
Minnesota,27,Crow Wing County,35,0
Minnesota,27,Dakota County,37,0
Minnesota,27,Dodge County,39,0
Minnesota,27,Douglas County,41,0
Minnesota,27,Faribault County,43,0
Minnesota,27,Fillmore County,45,0
Minnesota,27,Freeborn County,47,0
Minnesota,27,Goodhue County,49,0
Minnesota,27,Grant County,51,0
Minnesota,27,Hennepin County,53,0
Minnesota,27,Houston County,55,0
Minnesota,27,Hubbard County,57,0
Minnesota,27,Isanti County,59,0
Minnesota,27,Itasca County,61,0
Minnesota,27,Jackson County,63,0
Minnesota,27,Kanabec County,65,0
Minnesota,27,Kandiyohi County,67,0
Minnesota,27,Kittson County,69,0
Minnesota,27,Koochiching County,71,0
Minnesota,27,Lac Qui Parle County,73,0
Minnesota,27,Lake County,75,0
Minnesota,27,Lake Of The Woods County,77,0
Minnesota,27,Le Sueur County,79,0
Minnesota,27,Lincoln County,81,0
Minnesota,27,Lyon County,83,0
Minnesota,27,Mcleod County,85,0
Minnesota,27,Mahnomen County,87,0
Minnesota,27,Marshall County,89,0
Minnesota,27,Martin County,91,0
Minnesota,27,Meeker County,93,0
Minnesota,27,Mille Lacs County,95,0
Minnesota,27,Morrison County,97,0
Minnesota,27,Mower County,99,0
Minnesota,27,Murray County,101,0
Minnesota,27,Nicollet County,103,0
Minnesota,27,Nobles County,105,0
Minnesota,27,Norman County,107,0
Minnesota,27,Olmsted County,109,0
Minnesota,27,Otter Tail County,111,0
Minnesota,27,Pennington County,113,0
Minnesota,27,Pine County,115,0
Minnesota,27,Pipestone County,117,0
Minnesota,27,Polk County,119,0
Minnesota,27,Pope County,121,0
Minnesota,27,Ramsey County,123,0
Minnesota,27,Red Lake County,125,0
Minnesota,27,Redwood County,127,0
Minnesota,27,Renville County,129,0
Minnesota,27,Rice County,131,0
Minnesota,27,Rock County,133,0
Minnesota,27,Roseau County,135,0
Minnesota,27,St. Louis County,137,0
Minnesota,27,Scott County,139,0
Minnesota,27,Sherburne County,141,0
Minnesota,27,Sibley County,143,0
Minnesota,27,Stearns County,145,0
Minnesota,27,Steele County,147,0
Minnesota,27,Stevens County,149,0
Minnesota,27,Swift County,151,0
Minnesota,27,Todd County,153,0
Minnesota,27,Traverse County,155,0
Minnesota,27,Wabasha County,157,0
Minnesota,27,Wadena County,159,0
Minnesota,27,Waseca County,161,0
Minnesota,27,Washington County,163,0
Minnesota,27,Watonwan County,165,0
Minnesota,27,Wilkin County,167,0
Minnesota,27,Winona County,169,0
Minnesota,27,Wright County,171,0
Minnesota,27,Yellow Medicine County,173,0
Mississippi,28,Adams County,1,0
Mississippi,28,Alcorn County,3,0
Mississippi,28,Amite County,5,0
Mississippi,28,Attala County,7,0
Mississippi,28,Benton County,9,0
Mississippi,28,Bolivar County,11,0
Mississippi,28,Calhoun County,13,0
Mississippi,28,Carroll County,15,0
Mississippi,28,Chickasaw County,17,0
Mississippi,28,Choctaw County,19,0
Mississippi,28,Claiborne County,21,0
Mississippi,28,Clarke County,23,0
Mississippi,28,Clay County,25,0
Mississippi,28,Coahoma County,27,0
Mississippi,28,Copiah County,29,0
Mississippi,28,Covington County,31,0
Mississippi,28,Desoto County,33,0
Mississippi,28,Forrest County,35,0
Mississippi,28,Franklin County,37,0
Mississippi,28,George County,39,0
Mississippi,28,Greene County,41,0
Mississippi,28,Grenada County,43,0
Mississippi,28,Hancock County,45,0
Mississippi,28,Harrison County,47,0
Mississippi,28,Hinds County,49,0
Mississippi,28,Holmes County,51,0
Mississippi,28,Humphreys County,53,0
Mississippi,28,Issaquena County,55,0
Mississippi,28,Itawamba County,57,0
Mississippi,28,Jackson County,59,0
Mississippi,28,Jasper County,61,0
Mississippi,28,Jefferson County,63,0
Mississippi,28,Jefferson Davis County,65,0
Mississippi,28,Jones County,67,0
Mississippi,28,Kemper County,69,0
Mississippi,28,Lafayette County,71,0
Mississippi,28,Lamar County,73,0
Mississippi,28,Lauderdale County,75,0
Mississippi,28,Lawrence County,77,0
Mississippi,28,Leake County,79,0
Mississippi,28,Lee County,81,0
Mississippi,28,Leflore County,83,0
Mississippi,28,Lincoln County,85,0
Mississippi,28,Lowndes County,87,0
Mississippi,28,Madison County,89,0
Mississippi,28,Marion County,91,0
Mississippi,28,Marshall County,93,0
Mississippi,28,Monroe County,95,0
Mississippi,28,Montgomery County,97,0
Mississippi,28,Neshoba County,99,0
Mississippi,28,Newton County,101,0
Mississippi,28,Noxubee County,103,0
Mississippi,28,Oktibbeha County,105,0
Mississippi,28,Panola County,107,0
Mississippi,28,Pearl River County,109,0
Mississippi,28,Perry County,111,0
Mississippi,28,Pike County,113,0
Mississippi,28,Pontotoc County,115,0
Mississippi,28,Prentiss County,117,0
Mississippi,28,Quitman County,119,0
Mississippi,28,Rankin County,121,0
Mississippi,28,Scott County,123,0
Mississippi,28,Sharkey County,125,0
Mississippi,28,Simpson County,127,0
Mississippi,28,Smith County,129,0
Mississippi,28,Stone County,131,0
Mississippi,28,Sunflower County,133,0
Mississippi,28,Tallahatchie County,135,0
Mississippi,28,Tate County,137,0
Mississippi,28,Tippah County,139,0
Mississippi,28,Tishomingo County,141,0
Mississippi,28,Tunica County,143,0
Mississippi,28,Union County,145,0
Mississippi,28,Walthall County,147,0
Mississippi,28,Warren County,149,0
Mississippi,28,Washington County,151,0
Mississippi,28,Wayne County,153,0
Mississippi,28,Webster County,155,0
Mississippi,28,Wilkinson County,157,0
Mississippi,28,Winston County,159,0
Mississippi,28,Yalobusha County,161,0
Mississippi,28,Yazoo County,163,0
Missouri,29,Adair County,1,0
Missouri,29,Andrew County,3,0
Missouri,29,Atchison County,5,0
Missouri,29,Audrain County,7,0
Missouri,29,Barry County,9,0
Missouri,29,Barton County,11,0
Missouri,29,Bates County,13,0
Missouri,29,Benton County,15,0
Missouri,29,Bollinger County,17,0
Missouri,29,Boone County,19,0
Missouri,29,Buchanan County,21,0
Missouri,29,Butler County,23,0
Missouri,29,Caldwell County,25,0
Missouri,29,Callaway County,27,0
Missouri,29,Camden County,29,0
Missouri,29,Cape Girardeau County,31,0
Missouri,29,Carroll County,33,0
Missouri,29,Carter County,35,0
Missouri,29,Cass County,37,0
Missouri,29,Cedar County,39,0
Missouri,29,Chariton County,41,0
Missouri,29,Christian County,43,0
Missouri,29,Clark County,45,0
Missouri,29,Clay County,47,0
Missouri,29,Clinton County,49,0
Missouri,29,Cole County,51,0
Missouri,29,Cooper County,53,0
Missouri,29,Crawford County,55,0
Missouri,29,Dade County,57,0
Missouri,29,Dallas County,59,0
Missouri,29,Daviess County,61,0
Missouri,29,Dekalb County,63,0
Missouri,29,Dent County,65,0
Missouri,29,Douglas County,67,0
Missouri,29,Dunklin County,69,0
Missouri,29,Franklin County,71,0
Missouri,29,Gasconade County,73,0
Missouri,29,Gentry County,75,0
Missouri,29,Greene County,77,0
Missouri,29,Grundy County,79,0
Missouri,29,Harrison County,81,0
Missouri,29,Henry County,83,0
Missouri,29,Hickory County,85,0
Missouri,29,Holt County,87,0
Missouri,29,Howard County,89,0
Missouri,29,Howell County,91,0
Missouri,29,Iron County,93,0
Missouri,29,Jackson County,95,0
Missouri,29,Jasper County,97,0
Missouri,29,Jefferson County,99,0
Missouri,29,Johnson County,101,0
Missouri,29,Knox County,103,0
Missouri,29,Laclede County,105,0
Missouri,29,Lafayette County,107,0
Missouri,29,Lawrence County,109,0
Missouri,29,Lewis County,111,0
Missouri,29,Lincoln County,113,0
Missouri,29,Linn County,115,0
Missouri,29,Livingston County,117,0
Missouri,29,Mcdonald County,119,0
Missouri,29,Macon County,121,0
Missouri,29,Madison County,123,0
Missouri,29,Maries County,125,0
Missouri,29,Marion County,127,0
Missouri,29,Mercer County,129,0
Missouri,29,Miller County,131,0
Missouri,29,Mississippi County,133,0
Missouri,29,Moniteau County,135,0
Missouri,29,Monroe County,137,0
Missouri,29,Montgomery County,139,0
Missouri,29,Morgan County,141,0
Missouri,29,New Madrid County,143,0
Missouri,29,Newton County,145,0
Missouri,29,Nodaway County,147,0
Missouri,29,Oregon County,149,0
Missouri,29,Osage County,151,0
Missouri,29,Ozark County,153,0
Missouri,29,Pemiscot County,155,0
Missouri,29,Perry County,157,0
Missouri,29,Pettis County,159,0
Missouri,29,Phelps County,161,0
Missouri,29,Pike County,163,0
Missouri,29,Platte County,165,0
Missouri,29,Polk County,167,0
Missouri,29,Pulaski County,169,0
Missouri,29,Putnam County,171,0
Missouri,29,Ralls County,173,0
Missouri,29,Randolph County,175,0
Missouri,29,Ray County,177,0
Missouri,29,Reynolds County,179,0
Missouri,29,Ripley County,181,0
Missouri,29,St. Charles County,183,0
Missouri,29,St. Clair County,185,0
Missouri,29,Ste. Genevieve County,186,0
Missouri,29,St. Francois County,187,0
Missouri,29,St. Louis County,189,0
Missouri,29,Saline County,195,0
Missouri,29,Schuyler County,197,0
Missouri,29,Scotland County,199,0
Missouri,29,Scott County,201,0
Missouri,29,Shannon County,203,0
Missouri,29,Shelby County,205,0
Missouri,29,Stoddard County,207,0
Missouri,29,Stone County,209,0
Missouri,29,Sullivan County,211,0
Missouri,29,Taney County,213,0
Missouri,29,Texas County,215,0
Missouri,29,Vernon County,217,0
Missouri,29,Warren County,219,0
Missouri,29,Washington County,221,0
Missouri,29,Wayne County,223,0
Missouri,29,Webster County,225,0
Missouri,29,Worth County,227,0
Missouri,29,Wright County,229,0
Missouri,29,St. Louis City,510,0
Montana,30,Beaverhead County,1,0
Montana,30,Big Horn County,3,0
Montana,30,Blaine County,5,0
Montana,30,Broadwater County,7,0
Montana,30,Carbon County,9,0
Montana,30,Carter County,11,0
Montana,30,Cascade County,13,0
